Index,IDSURVEY,zHD,zHEL,MU,MUERR,MUERR_VPEC,MUERR_SYS,PROBIA_BEAMS
1446,10,0.65461,0.65526,42.87566,0.23,0.0041,0.03541,0.98851
1447,10,0.65483,0.65602,42.79729,0.15,0.0041,0.04482,0.99966
1448,10,0.65514,0.6565,42.93665,0.1687,0.0041,0.01408,0.99997
1449,10,0.65526,0.6559,43.03976,0.1831,0.0041,0.02164,1.0
1450,10,0.65553,0.65674,42.91029,0.138,0.0041,0.01908,0.99996
1451,10,0.65573,0.65692,43.07736,0.1399,0.0041,0.02333,1.0
1452,10,0.65589,0.65712,43.08029,0.1892,0.0041,0.03742,0.99904
1453,10,0.65633,0.6577,42.77199,0.1199,0.0041,0.02,0.99995
1454,10,0.65692,0.65749,42.81892,0.1397,0.0041,0.02485,0.99987
1455,10,0.65718,0.65842,42.82373,0.1896,0.0041,0.02112,0.99999
1456,10,0.65763,0.65898,42.73804,0.2801,0.0041,0.04735,0.93415
1457,10,0.65792,0.65916,43.04337,0.1608,0.0041,0.01906,0.99609
1458,10,0.65806,0.65938,42.82157,0.1541,0.0041,0.02548,1.0
1459,10,0.65866,0.65984,42.98593,0.1462,0.0041,0.03142,0.99952
1460,10,0.65871,0.65939,43.30961,0.194,0.0041,0.08684,0.99997
1461,10,0.65875,0.65938,43.17347,0.1778,0.0041,0.0323,0.99995
1462,10,0.65904,0.6604,42.93731,0.1523,0.0041,0.03736,0.99998
1463,10,0.65927,0.66047,42.92479,0.1522,0.0041,0.03862,0.99999
1464,10,0.65971,0.66033,43.01035,0.149,0.0041,0.03658,0.99997
1465,10,0.6598,0.6604,43.19205,0.178,0.0041,0.0437,0.97272
1466,10,0.65988,0.66048,43.01096,0.1669,0.0041,0.05575,0.99981
1467,10,0.65992,0.66107,43.05109,0.1537,0.0041,0.02161,1.0
1468,10,0.66083,0.66144,42.98736,0.2043,0.0041,0.03557,0.9986
1469,10,0.66147,0.66212,42.92792,0.0409,0.0041,0.12162,0.99291
1470,10,0.6619,0.6631,42.92854,0.1186,0.0041,0.02798,1.0
1471,10,0.66195,0.6626,43.02057,0.2122,0.0041,0.03088,1.0
1472,10,0.66296,0.66422,42.74686,0.1906,0.0041,0.02681,0.99996
1473,10,0.66362,0.66425,42.84266,0.1586,0.0041,0.02349,0.99928
1474,10,0.66375,0.66511,42.9394,0.1237,0.0041,0.02106,0.99995
1475,10,0.66386,0.6652,43.3965,0.2135,0.0041,0.12719,0.99341
1476,10,0.66455,0.66579,43.06804,0.1832,0.0041,0.0385,1.0
1477,10,0.6646,0.66526,43.52627,222.1539,0.0041,0.03371,0.0
1478,10,0.6648,0.66614,43.77146,268.536,0.0041,0.05711,0.0
1479,10,0.66487,0.66553,43.14936,0.2147,0.0041,0.06904,0.94316
1480,10,0.66579,0.66712,43.29871,0.1532,0.0041,0.03716,0.99982
1481,10,0.66666,0.668,42.88121,0.136,0.0041,0.03484,1.0
1482,10,0.66681,0.66801,42.74467,0.1205,0.0041,0.05537,0.99621
1483,10,0.66788,0.66912,42.89247,0.1446,0.0041,0.01353,1.0
1484,10,0.66811,0.66951,42.93625,0.1487,0.0041,0.02363,0.99997
1485,10,0.66881,0.6702,43.16653,0.1467,0.0041,0.01939,1.0
1486,10,0.66882,0.67022,43.04782,0.123,0.0041,0.02343,0.99999
1487,10,0.66948,0.6708,42.86417,0.1475,0.0041,0.08284,1.0
1488,10,0.67098,0.67164,43.00473,0.2607,0.0041,0.05253,0.94971
1489,10,0.67382,0.67448,43.30403,0.1937,0.004,0.13134,1.0
1490,10,0.67405,0.67462,43.05539,0.1608,0.004,0.03953,0.99998
1491,10,0.67528,0.67594,43.16126,0.2832,0.004,0.04676,0.99831
1492,10,0.67651,0.67717,42.84811,0.1619,0.004,0.03899,1.0
1493,10,0.67651,0.67716,43.04567,0.1873,0.004,0.02973,1.0
1494,10,0.67698,0.67832,43.11889,0.2062,0.004,0.03049,0.99994
1495,10,0.67713,0.67847,43.29721,0.1426,0.004,0.09011,0.99995
1496,10,0.67746,0.67863,42.99288,0.1796,0.004,0.03704,0.99995
1497,10,0.67747,0.67813,42.91771,0.3624,0.004,0.05299,0.3338
1498,10,0.67756,0.67818,42.94647,0.132,0.004,0.05157,0.98046
1499,10,0.67765,0.6783,43.07834,0.2179,0.004,0.03552,0.99999
1500,10,0.67783,0.679,43.0151,0.1593,0.004,0.02434,1.0
1501,10,0.67829,0.67963,43.66497,298.7541,0.004,0.06659,0.0
1502,10,0.67923,0.67983,42.76458,0.1263,0.004,0.02436,0.99979
1503,10,0.67924,0.68058,42.81345,0.158,0.004,0.0475,0.99999
1504,10,0.67984,0.68047,43.19576,0.1813,0.004,0.02849,0.99995
1505,10,0.68005,0.68067,42.83564,0.128,0.004,0.03087,1.0
1506,10,0.68006,0.68072,43.16714,0.2156,0.004,0.04019,0.99998
1507,10,0.68017,0.68084,42.81778,0.2203,0.004,0.03718,0.99991
1508,10,0.68069,0.68132,43.08039,0.1459,0.004,0.04659,0.97666
1509,10,0.6811,0.68176,42.98488,0.1629,0.004,0.03775,0.99998
1510,10,0.68131,0.68194,43.28465,0.1929,0.004,0.04948,0.99995
1511,10,0.68136,0.68269,42.92828,0.1595,0.004,0.01379,1.0
1512,10,0.68138,0.68203,43.19335,0.1633,0.004,0.0319,1.0
1513,10,0.68141,0.68207,43.02137,0.1831,0.004,0.0713,0.99996
1514,10,0.68144,0.68264,43.13494,0.1237,0.004,0.07976,0.99973
1515,10,0.68179,0.68245,43.09853,0.1757,0.004,0.06537,0.9999
1516,10,0.68179,0.68244,43.24179,0.1762,0.004,0.01916,1.0
1517,10,0.68193,0.68257,43.02045,0.1539,0.004,0.05075,1.0
1518,10,0.68233,0.68356,43.52016,0.1734,0.004,0.10503,0.98199
1519,10,0.68283,0.68403,43.29628,0.1576,0.004,0.02919,0.99994
1520,10,0.68339,0.68474,43.0735,0.1394,0.004,0.06841,0.99404
1521,10,0.68363,0.68428,42.92092,0.1719,0.004,0.021,0.99974
1522,10,0.68422,0.68487,43.01879,0.1585,0.004,0.04063,1.0
1523,10,0.68428,0.6849,42.91859,0.1182,0.004,0.02608,0.99998
1524,10,0.68438,0.68506,43.04141,0.2285,0.004,0.06085,0.99987
1525,10,0.68456,0.68577,43.28773,0.1919,0.004,0.05295,0.95747
1526,10,0.68507,0.68629,43.0748,0.1739,0.004,0.02517,0.99952
1527,10,0.68533,0.68669,43.37393,0.1532,0.004,0.04565,0.99157
1528,10,0.68576,0.68643,42.60976,0.359,0.004,0.02304,0.2691
1529,10,0.68673,0.6874,42.97455,0.1554,0.004,0.02257,1.0
1530,10,0.68688,0.68757,42.9114,0.2067,0.004,0.05907,1.0
1531,10,0.687,0.68826,43.16049,0.1535,0.004,0.04878,0.9998
1532,10,0.68766,0.68831,42.94386,0.1563,0.004,0.02734,0.9964
1533,10,0.68828,0.68891,43.13319,0.161,0.004,0.03384,0.8323
1534,10,0.68966,0.691,42.99482,0.1428,0.004,0.04344,1.0
1535,10,0.68972,0.69112,43.24206,0.1522,0.004,0.03493,0.99998
1536,10,0.69066,0.69188,43.44719,0.1661,0.004,0.05233,0.99977
1537,10,0.69071,0.69194,43.13108,0.1489,0.004,0.02741,0.99999
1538,10,0.69085,0.69211,43.36529,0.1269,0.004,0.05646,0.99982
1539,10,0.69088,0.69207,43.13777,0.1207,0.004,0.03289,0.99993
1540,10,0.69107,0.69242,43.45652,0.3612,0.004,0.02225,0.99995
1541,10,0.69164,0.69229,43.21584,0.1743,0.0039,0.02423,1.0
1542,10,0.69191,0.69314,43.03551,0.127,0.0039,0.02874,0.99994
1543,10,0.69209,0.69344,42.99,0.2034,0.0039,0.0226,0.99993
1544,10,0.69226,0.69363,43.15751,0.1403,0.0039,0.02088,0.99999
1545,10,0.69226,0.69363,42.96967,0.1662,0.0039,0.06041,0.99971
1546,10,0.69261,0.6938,43.04964,0.1527,0.0039,0.04403,1.0
1547,10,0.69277,0.6941,43.12737,0.2459,0.0039,0.03253,0.99989
1548,10,0.69304,0.69445,43.0704,0.1133,0.0039,0.05737,0.99941
1549,10,0.6931,0.69446,43.15907,0.188,0.0039,0.04718,0.99655
1550,10,0.69313,0.69377,43.02789,0.1923,0.0039,0.04098,0.99992
1551,10,0.69362,0.69426,43.44089,0.2999,0.0039,0.16832,0.92327
1552,10,0.69371,0.69431,43.33734,0.1673,0.0039,0.07013,0.99999
1553,10,0.69395,0.69519,42.90746,0.1419,0.0039,0.04349,0.99998
1554,10,0.6941,0.6955,43.14792,0.1349,0.0039,0.04572,0.99999
1555,10,0.69516,0.69581,43.15819,0.1696,0.0039,0.03756,1.0
1556,10,0.6983,0.69896,43.28168,0.2385,0.0039,0.08947,0.99998
1557,10,0.69836,0.69974,43.12605,0.1845,0.0039,0.02218,0.99999
1558,10,0.69842,0.699,42.95633,0.1275,0.0039,0.02101,0.99991
1559,10,0.69873,0.69994,43.06474,0.1572,0.0039,0.06415,0.99997
1560,10,0.69879,0.7002,43.33194,0.1436,0.0039,0.03984,0.99999
1561,10,0.69904,0.69973,43.43597,0.1802,0.0039,0.02247,1.0
1562,10,0.69938,0.70074,43.57289,0.2763,0.0039,0.03621,0.99851
1563,10,0.70099,0.70234,43.05299,0.1768,0.0039,0.03099,1.0
1564,10,0.70325,0.7039,43.60504,255.9629,0.0039,0.07603,0.0
1565,10,0.70351,0.70487,42.91779,0.1562,0.0039,0.04389,0.99977
1566,10,0.70417,0.70484,43.09897,0.1584,0.0039,0.06382,1.0
1567,10,0.70426,0.70561,43.20803,0.1571,0.0039,0.03559,1.0
1568,10,0.7051,0.70648,43.09978,0.1592,0.0039,0.10518,1.0
1569,10,0.70525,0.7066,43.34021,0.2047,0.0039,0.04752,1.0
1570,10,0.70548,0.70615,42.95925,0.2643,0.0039,0.06598,0.8796
1571,10,0.70652,0.70781,43.36649,0.1779,0.0039,0.05746,0.99959
1572,10,0.70836,0.70905,43.14275,0.3111,0.0039,0.05368,0.99988
1573,10,0.70875,0.71009,43.38242,0.2164,0.0039,0.0742,0.99983
1574,10,0.70882,0.71023,43.11406,0.1312,0.0039,0.02883,1.0
1575,10,0.70978,0.71045,43.40826,0.2022,0.0039,0.01944,0.99972
1576,10,0.71139,0.71266,43.15216,0.137,0.0039,0.02894,0.99999
1577,10,0.71552,0.71612,43.23435,0.1639,0.0038,0.02666,0.99999
1578,10,0.71584,0.71721,43.44481,0.1474,0.0038,0.03206,0.99994
1579,10,0.71719,0.71784,43.14355,0.1559,0.0038,0.03911,1.0
1580,10,0.71803,0.71926,43.11022,0.1901,0.0038,0.04452,0.6935
1581,10,0.71827,0.71965,43.32792,0.1286,0.0038,0.07169,0.99964
1582,10,0.7188,0.71945,43.29152,0.166,0.0038,0.01669,0.99999
1583,10,0.71912,0.72049,43.19424,0.2048,0.0038,0.02819,0.7968
1584,10,0.71949,0.72012,42.9925,0.145,0.0038,0.02156,0.99873
1585,10,0.71961,0.721,43.27996,0.1991,0.0038,0.03555,0.99999
1586,10,0.72062,0.72199,43.30862,0.2018,0.0038,0.05569,0.99984
1587,10,0.7207,0.7213,43.45301,0.1924,0.0038,0.03519,0.99998
1588,10,0.72199,0.72265,42.90227,0.3024,0.0038,0.04028,0.99966
1589,10,0.72212,0.72352,43.30392,0.2507,0.0038,0.04123,0.99884
1590,10,0.7222,0.7228,43.01877,0.1089,0.0038,0.04406,1.0
1591,10,0.72292,0.72355,43.31795,0.1427,0.0038,0.02984,1.0
1592,10,0.72403,0.72463,43.20605,0.1686,0.0038,0.03908,0.99995
1593,10,0.72416,0.72477,43.1593,0.1552,0.0038,0.02189,1.0
1594,10,0.72701,0.72764,43.50631,0.2041,0.0038,0.0275,0.99999
1595,10,0.72737,0.72801,43.42614,0.1679,0.0038,0.03976,0.99999
1596,10,0.72776,0.72913,43.12438,0.1438,0.0038,0.08023,1.0
1597,10,0.7286,0.72925,43.13384,0.1771,0.0038,0.03281,1.0
1598,10,0.73064,0.73129,43.22599,0.1392,0.0038,0.03562,0.99999
1599,10,0.73069,0.73135,43.05247,0.168,0.0038,0.02488,1.0
1600,10,0.73072,0.73139,43.30631,0.1456,0.0038,0.0288,0.99997
1601,10,0.73162,0.73303,43.24328,0.2076,0.0038,0.04946,0.99999
1602,10,0.73306,0.73429,43.41387,0.1285,0.0038,0.05755,0.99984
1603,10,0.73469,0.73534,43.38401,0.3149,0.0038,0.06452,0.92375
1604,10,0.7348,0.7362,43.22861,0.2379,0.0038,0.03687,0.99993
1605,10,0.73488,0.73556,43.27814,0.1854,0.0038,0.05118,1.0
1606,10,0.73615,0.73681,43.19871,0.2303,0.0037,0.11717,0.99993
1607,10,0.73677,0.73743,43.19219,0.2383,0.0037,0.03146,0.99999
1608,10,0.73717,0.73783,43.39277,0.2572,0.0037,0.05246,0.99973
1609,10,0.73781,0.73849,43.12842,0.1531,0.0037,0.02483,1.0
1610,10,0.73802,0.73942,42.96655,0.2004,0.0037,0.02137,0.99994
1611,10,0.73899,0.73965,43.33248,0.2026,0.0037,0.02567,0.99928
1612,10,0.73927,0.7407,43.30297,0.1273,0.0037,0.03499,1.0
1613,10,0.74009,0.74073,43.42073,0.1588,0.0037,0.07438,0.99999
1614,10,0.74061,0.7413,43.58119,0.2452,0.0037,0.05563,0.99761
1615,10,0.74119,0.74189,43.5003,0.2446,0.0037,0.08321,0.99984
1616,10,0.74126,0.74249,43.48113,0.1829,0.0037,0.03089,0.99994
1617,10,0.74133,0.74274,43.39906,0.1639,0.0037,0.03588,0.99995
1618,10,0.74392,0.74534,43.13182,0.1725,0.0037,0.04513,0.99977
1619,10,0.74393,0.74535,43.2347,0.1831,0.0037,0.08023,1.0
1620,10,0.7445,0.74518,43.10547,0.2244,0.0037,0.05749,0.99586
1621,10,0.74535,0.74605,43.18219,0.179,0.0037,0.06211,1.0
1622,10,0.74571,0.74631,43.16479,0.1228,0.0037,0.03336,0.99999
1623,10,0.74658,0.74728,43.44188,6.7654,0.0037,0.03856,0.0012
1624,10,0.74855,0.74924,43.4209,0.2713,0.0037,0.10682,0.99828
1625,10,0.7487,0.74939,43.61985,0.214,0.0037,0.0233,0.99955
1626,10,0.74877,0.74939,43.45196,0.1508,0.0037,0.02884,0.99985
1627,10,0.74899,0.74959,43.26925,0.1639,0.0037,0.04025,0.99966
1628,10,0.74963,0.75092,43.34886,0.1199,0.0037,0.02907,1.0
1629,10,0.75011,0.75074,43.12881,0.1337,0.0037,0.03048,0.90313
1630,10,0.75076,0.75217,43.23451,0.1617,0.0037,0.08621,1.0
1631,10,0.75147,0.7521,43.43784,0.171,0.0037,0.04506,0.99999
1632,10,0.75249,0.75391,43.13267,0.1703,0.0037,0.06644,0.99987
1633,10,0.75331,0.75399,43.16429,0.1731,0.0037,0.03211,1.0
1634,10,0.75356,0.7542,43.51644,0.148,0.0037,0.02711,0.99998
1635,10,0.75366,0.75509,43.26171,0.6832,0.0037,0.05801,0.1792
1636,10,0.75421,0.75488,43.43701,0.1753,0.0037,0.02732,1.0
1637,10,0.75572,0.75712,43.51615,0.2293,0.0037,0.03097,0.99939
1638,10,0.75729,0.75796,43.40246,0.4836,0.0037,0.06304,0.99999
1639,10,0.75888,0.75956,43.36227,0.1504,0.0037,0.02701,1.0
1640,10,0.75991,0.76058,43.31795,0.1348,0.0036,0.03611,1.0
1641,10,0.76177,0.76303,43.54985,0.1725,0.0036,0.02985,0.99996
1642,10,0.76303,0.76374,43.38159,0.1797,0.0036,0.03565,1.0
1643,10,0.76495,0.76565,43.35806,335.5034,0.0036,0.10364,0.0
1644,10,0.76517,0.76649,43.48166,0.1567,0.0036,0.06347,0.9999
1645,10,0.76518,0.76588,43.30284,266.7506,0.0036,0.04216,0.0
1646,10,0.76584,0.76652,43.39145,0.1608,0.0036,0.0455,1.0
1647,10,0.76657,0.76798,43.25469,0.2514,0.0036,0.02473,1.0
1648,10,0.76675,0.768,43.62563,0.1375,0.0036,0.04585,0.99996
1649,10,0.76679,0.7682,43.5274,0.2073,0.0036,0.05464,0.99219
1650,10,0.77004,0.77131,43.35937,0.1482,0.0036,0.0504,0.99996
1651,10,0.77082,0.7715,43.4342,0.1822,0.0036,0.08582,0.99999
1652,10,0.77137,0.77207,43.25245,0.1765,0.0036,0.02717,0.99998
1653,10,0.77155,0.77295,43.30358,0.1713,0.0036,0.02956,1.0
1654,10,0.77159,0.77301,43.61245,0.264,0.0036,0.05093,0.9998
1655,10,0.7725,0.77378,43.44308,0.1481,0.0036,0.03627,0.99999
1656,10,0.77262,0.77389,43.45688,0.1248,0.0036,0.08341,0.99999
1657,10,0.77327,0.77474,43.49687,0.1462,0.0036,0.09197,0.99977
1658,10,0.77334,0.77404,43.6523,0.228,0.0036,0.11436,0.99876
1659,10,0.77464,0.77594,43.27274,0.1849,0.0036,0.15858,0.99289
1660,10,0.77464,0.77536,43.13337,0.1732,0.0036,0.08248,0.99994
1661,10,0.77627,0.77696,43.85273,0.3073,0.0036,0.02547,0.99983
1662,10,0.7765,0.77713,43.29712,0.1202,0.0036,0.02856,1.0
1663,10,0.77692,0.77759,43.04164,372.266,0.0036,0.16893,0.0
1664,10,0.77725,0.77796,43.37835,0.1483,0.0036,0.04803,0.99999
1665,10,0.77826,0.77966,43.09666,0.2862,0.0036,0.03399,0.99999
1666,10,0.77952,0.78017,43.3866,0.1256,0.0036,0.03014,0.99999
1667,10,0.78049,0.7819,43.1707,0.1443,0.0036,0.02463,0.91814
1668,10,0.78266,0.78334,43.41133,0.1738,0.0036,0.03885,0.99999
1669,10,0.78324,0.78386,43.69805,0.1348,0.0036,0.03439,1.0
1670,10,0.78375,0.78516,43.54682,0.4519,0.0036,0.10326,0.99989
1671,10,0.78398,0.78539,43.2028,0.1916,0.0036,0.03872,0.99984
1672,10,0.78512,0.78644,43.03054,0.1291,0.0035,0.02506,0.99775
1673,10,0.78604,0.78733,43.58471,0.1448,0.0035,0.04653,0.99801
1674,10,0.78734,0.7888,43.57536,0.136,0.0035,0.05597,0.99997
1675,10,0.78842,0.78908,43.38943,0.1471,0.0035,0.05841,0.99999
1676,10,0.78892,0.79034,43.81522,0.3133,0.0035,0.04261,0.99629
1677,10,0.78956,0.79103,43.47114,0.121,0.0035,0.04666,0.99998
1678,10,0.78964,0.79106,43.30747,0.1375,0.0035,0.08268,1.0
1679,10,0.79118,0.79259,43.61294,0.2029,0.0035,0.03455,0.99753
1680,10,0.79167,0.79232,43.32008,0.1194,0.0035,0.13158,0.99997
1681,10,0.79229,0.79358,43.39748,0.1293,0.0035,0.04315,0.99986
1682,10,0.79318,0.79389,43.28547,0.2443,0.0035,0.05159,0.9951
1683,10,0.79348,0.79478,43.617,0.1197,0.0035,0.03873,0.99968
1684,10,0.79364,0.79436,43.4061,0.2116,0.0035,0.10006,0.99997
1685,10,0.79511,0.79583,43.33284,0.1637,0.0035,0.035,0.99999
1686,10,0.7953,0.79602,43.37373,0.242,0.0035,0.04584,0.99959
1687,10,0.79547,0.79621,43.28644,0.1709,0.0035,0.02777,1.0
1688,10,0.7981,0.79883,43.56898,0.3042,0.0035,0.04325,0.99997
1689,10,0.79939,0.80084,43.43079,0.2117,0.0035,0.02262,1.0
1690,10,0.80078,0.8022,43.6954,0.1825,0.0035,0.02997,0.99971
1691,10,0.80106,0.8025,43.56228,0.1572,0.0035,0.03586,0.99999
1692,10,0.80109,0.80255,43.35374,0.1474,0.0035,0.03949,1.0
1693,10,0.80181,0.80326,43.60623,0.2247,0.0035,0.02122,0.99997
1694,10,0.80301,0.80373,43.61299,0.2177,0.0035,0.04097,0.99989
1695,10,0.80325,0.80472,43.3846,0.1381,0.0035,0.02567,1.0
1696,10,0.80326,0.80454,43.2821,0.1337,0.0035,0.05285,0.99309
1697,10,0.80342,0.80489,43.40055,0.1537,0.0035,0.02969,0.99835
1698,10,0.80669,0.80736,43.42993,0.1487,0.0035,0.02905,0.99981
1699,10,0.8086,0.80993,43.79852,0.1691,0.0035,0.06263,0.99855
1700,10,0.80954,0.81086,43.72414,0.1434,0.0035,0.04723,0.99989
1701,10,0.81174,0.81246,43.55813,0.2209,0.0034,0.03476,0.99982
1702,10,0.81237,0.81384,43.49664,0.1821,0.0034,0.07351,0.99974
1703,10,0.81325,0.81398,43.34781,0.1574,0.0034,0.0631,0.99977
1704,10,0.8133,0.814,43.78931,0.3175,0.0034,0.1164,0.98554
1705,10,0.81396,0.8153,43.61778,0.1746,0.0034,0.06359,1.0
1706,10,0.81485,0.81614,43.63286,0.1297,0.0034,0.04912,0.99994
1707,10,0.81684,0.8183,43.36027,0.1433,0.0034,0.02808,0.99993
1708,10,0.8175,0.81895,43.47237,0.145,0.0034,0.03972,0.99999
1709,10,0.8179,0.81924,43.81001,0.1409,0.0034,0.02631,0.99963
1710,10,0.81852,0.82,43.47335,0.2312,0.0034,0.02392,0.99999
1711,10,0.81932,0.8208,43.58242,0.3119,0.0034,0.11412,0.99884
1712,10,0.81967,0.82115,43.7722,0.1858,0.0034,0.02671,0.95194
1713,10,0.81984,0.82132,43.5881,0.1897,0.0034,0.0307,1.0
1714,10,0.82081,0.82152,43.44984,0.1513,0.0034,0.03656,0.99994
1715,10,0.82172,0.82318,43.89282,0.1877,0.0034,0.03251,0.98874
1716,10,0.82394,0.82542,43.78838,0.2611,0.0034,0.04792,0.99959
1717,10,0.82584,0.82656,43.55253,0.2217,0.0034,0.04696,0.99998
1718,10,0.82627,0.82775,43.64768,0.1413,0.0034,0.03709,0.99775
1719,10,0.82736,0.82885,43.32314,0.2211,0.0034,0.03167,0.98713
1720,10,0.82961,0.83031,43.43182,0.1454,0.0034,0.0409,0.99979
1721,10,0.83036,0.83108,43.41606,0.1466,0.0034,0.04604,0.99988
1722,10,0.83066,0.83213,43.27814,0.1841,0.0034,0.02136,0.9999
1723,10,0.83168,0.8324,43.83167,0.1692,0.0034,0.0247,0.99853
1724,10,0.83293,0.83438,43.46667,0.1424,0.0034,0.0258,0.99924
1725,10,0.83583,0.83727,43.68398,0.1535,0.0034,0.04738,1.0
1726,10,0.83592,0.83741,43.72583,0.2143,0.0034,0.03551,0.99207
1727,10,0.83706,0.83777,43.66835,0.1415,0.0034,0.03668,0.99998
1728,10,0.83776,0.83925,43.6059,0.2588,0.0034,0.02111,1.0
1729,10,0.83813,0.83888,43.80318,0.2422,0.0034,0.04478,0.99966
1730,10,0.83916,0.83988,43.5568,0.2421,0.0034,0.03847,0.99991
1731,10,0.83936,0.84007,43.65009,0.3847,0.0034,0.03184,0.93019
1732,10,0.83954,0.841,43.85502,0.4013,0.0034,0.05227,0.99786
1733,10,0.84019,0.8409,43.26195,257.0256,0.0034,0.04316,0.0
1734,10,0.84094,0.84169,43.58194,0.2724,0.0033,0.03234,0.99921
1735,10,0.84132,0.84207,43.72978,0.3452,0.0033,0.06328,0.98785
1736,10,0.84634,0.84705,43.90282,0.2792,0.0033,0.09343,1.0
1737,10,0.8478,0.8493,44.05907,0.4037,0.0033,0.03144,0.8391
1738,10,0.85279,0.8535,43.59824,0.2624,0.0033,0.02799,0.99981
1739,10,0.85652,0.858,43.7311,0.2627,0.0033,0.02985,0.99998
1740,10,0.85674,0.85824,43.53096,0.1923,0.0033,0.03424,0.99956
1741,10,0.85707,0.85778,43.69555,0.2935,0.0033,0.07097,0.99884
1742,10,0.85806,0.85956,43.42559,0.2511,0.0033,0.01963,0.99991
1743,10,0.85855,0.86005,43.68131,0.2528,0.0033,0.03447,0.99999
1744,10,0.86179,0.86329,43.90745,0.3057,0.0033,0.0662,0.99753
1745,10,0.8624,0.8639,43.52442,0.2499,0.0033,0.03011,0.99984
1746,10,0.86243,0.86394,43.85584,0.2481,0.0033,0.02909,0.96278
1747,10,0.86461,0.86532,43.50443,0.2376,0.0033,0.04458,0.99711
1748,10,0.86642,0.86715,43.98461,468.0108,0.0033,0.06778,0.0
1749,10,0.86647,0.868,44.1604,0.2643,0.0033,0.02257,0.99456
1750,10,0.86917,0.87068,43.74519,0.3297,0.0033,0.04164,0.99562
1751,10,0.87001,0.87076,43.37453,0.1886,0.0033,0.05542,0.99835
1752,10,0.8727,0.87345,43.83427,0.4223,0.0032,0.12738,0.99961
1753,10,0.87344,0.87417,43.76997,0.2501,0.0032,0.0502,0.99831
1754,10,0.87344,0.87417,43.6187,0.1963,0.0032,0.05618,0.99721
1755,10,0.87472,0.87622,43.35891,0.1899,0.0032,0.03516,0.99914
1756,10,0.87565,0.87716,43.42748,0.1315,0.0032,0.02307,0.99984
1757,10,0.87971,0.8812,43.79315,0.1846,0.0032,0.06583,0.9933
1758,10,0.87998,0.88074,44.24023,0.691,0.0032,0.02823,0.234
1759,10,0.88189,0.8834,43.87985,0.2923,0.0032,0.11202,0.9602
1760,10,0.88314,0.88385,43.70035,0.2346,0.0032,0.06034,0.9996
1761,10,0.88352,0.885,43.66049,0.1503,0.0032,0.03654,0.99975
1762,10,0.8845,0.886,43.81837,0.2247,0.0032,0.05773,0.8646
1763,10,0.88491,0.88568,43.55987,0.2039,0.0032,0.01991,0.99982
1764,10,0.8858,0.88655,43.80242,0.9842,0.0032,0.04027,0.0652
1765,10,0.89441,0.89595,44.18718,0.211,0.0032,0.02313,0.99619
1766,10,0.8953,0.89603,43.42454,0.1775,0.0032,0.04253,1.0
1767,10,0.89611,0.89762,44.02033,200.7308,0.0032,0.05071,0.0
1768,10,0.89842,0.89915,44.01759,0.2017,0.0032,0.04525,0.99976
1769,10,0.89888,0.9004,43.64144,0.1467,0.0032,0.02754,0.99999
1770,10,0.90824,0.90975,44.03794,0.1935,0.0031,0.02466,0.96692
1771,10,0.90888,0.91042,43.96676,0.1778,0.0031,0.01964,0.99995
1772,10,0.90941,0.91014,43.44688,0.2021,0.0031,0.04703,0.99996
1773,10,0.91082,0.91159,44.00974,0.2397,0.0031,0.02714,0.99999
1774,10,0.91289,0.9144,43.94543,0.1776,0.0031,0.02215,0.7876
1775,10,0.91696,0.91849,43.81609,0.2238,0.0031,0.05055,1.0
1776,10,0.91896,0.92049,43.99813,0.273,0.0031,0.06736,0.99997
1777,10,0.92146,0.9222,44.15716,0.307,0.0031,0.09329,0.99701
1778,10,0.92274,0.92348,44.05509,0.2459,0.0031,0.07779,0.99996
1779,10,0.92427,0.92582,43.53843,0.1469,0.0031,0.04262,0.99791
1780,10,0.92537,0.92613,44.62596,0.341,0.0031,0.06989,0.99891
1781,10,0.92576,0.92649,44.13871,0.1988,0.0031,0.03127,0.99049
1782,10,0.92838,0.92912,43.72325,3.8474,0.0031,0.03768,0.0017
1783,10,0.93075,0.9323,43.84946,0.1804,0.0031,0.03119,0.99967
1784,10,0.93733,0.93806,43.89162,0.1592,0.0031,0.05188,0.99841
1785,10,0.94444,0.94602,43.77582,0.2108,0.003,0.04871,0.99918
1786,10,0.95299,0.95453,43.72467,0.1978,0.003,0.05009,0.9988
1787,10,0.95521,0.95596,43.94157,0.2143,0.003,0.06966,0.99986
1788,10,0.9569,0.95845,44.31416,0.1857,0.003,0.04612,0.99951
1789,10,0.95791,0.95867,44.56228,0.266,0.003,0.0291,0.99532
1790,10,0.96296,0.96373,44.11193,0.212,0.003,0.01875,0.98874
1791,10,0.96329,0.96406,44.13386,0.2209,0.003,0.02329,0.99943
1792,10,0.96363,0.96519,43.79246,0.1456,0.003,0.03916,0.99972
1793,10,0.96689,0.96764,44.14888,0.1884,0.003,0.025,0.99999
1794,10,0.96859,0.96937,43.72233,0.1471,0.003,0.04446,0.99994
1795,10,0.97242,0.97319,44.20208,0.1696,0.003,0.03485,0.99995
1796,10,0.97489,0.97567,44.18118,0.2045,0.003,0.03239,0.99999
1797,10,0.98,0.98157,44.12,0.2005,0.0029,0.0389,0.99999
1798,10,0.98024,0.981,44.02836,0.1688,0.0029,0.06378,0.96866
